,X(positive),Y(negative)
0,0.5476464587885491,0.09348528174883207
1,1.9244334338743196,0.7914027744471105
2,1.7862572543489479,0.8567747967922406
3,2.118495842899736,0.5583220396366221
4,1.070933350992029,0.2246035055577388
5,1.2581305715459739,0.03616527108806617
6,1.531039423754236,1.2023099945255993
7,0.4847291235965501,0.3255938867230827
8,1.8099218757986832,0.965163040901533
9,1.316340573532832,0.7952785759133407
10,0.6767714193543816,0.18264890384594015
11,0.8727259753006424,0.4046735507502781
12,3.5470080927805276,1.5121886118130063
13,0.3774058907288197,0.48201443247150205
14,1.4814433871796049,0.9008630264750909
15,0.9745591242755136,0.37526781566452305
16,3.0105909348343993,0.5553405317125437
17,0.1282730060615578,0.5434552839534575
18,1.9149886969613228,0.33202910159478655
19,1.6549226230996132,0.2254041297935156
20,0.6214576809621032,0.2816328568187019
21,0.8909743589743525,0.3895157703653336
22,3.566318130247328,0.4615647832993004
23,2.5440989335148627,0.33138098479691674
24,0.0033228953936907672,0.10227274790106759
25,1.463363739505327,1.4637703653278868
26,1.2813089977683467,0.19744321255937744
27,2.033374198139565,0.597299612866436
28,0.18704878443113993,0.6787848003289596
29,1.6931842340776782,1.3315561598284975
30,1.8645417840193592,0.6068033309126403
31,0.0239187571067172,0.19159140651542153
32,1.6180031045036989,0.007698048587409019
33,0.7723591426628073,0.38894000808806983
34,1.7854997697840391,1.415535878853951
35,1.3228626368456355,0.5353336623158966
36,1.5746959245667462,1.8922165452376083
37,1.422041192989715,0.45644028289353145
38,1.4572437768991504,0.26703844838147656
39,2.00962601729501,0.38761028154111704
40,2.0811932530076542,0.0734386393257428
41,0.675300945521702,0.6233784510493803
42,2.46739994785776,0.7633066877664365
43,1.8603162650947411,0.6640018870560205
44,0.04505337116606817,0.10102015531569655
45,1.60923741409201,0.03863957916817056
46,3.2773890839304882,0.7903195857637069
47,1.4621261900018225,0.8324254853329431
48,0.04349682475342629,0.10257670172833842
49,2.066176123702945,0.019921449002530085
50,0.33460618010851795,2.752693703782575
51,0.9597630937379397,0.8783696875106276
52,1.9864702435543409,0.9379757209521008
53,2.6346346165287606,0.5221873455452406
54,0.30656519783910546,0.16887792547405586
55,0.5399091542205632,0.44233388959100567
56,0.98414641763448,0.5344327688436551
57,0.8604412178425167,0.028043043355945794
58,1.5834101778625218,0.5639750242255644
59,1.6017669031915218,1.362363633521929
60,3.6053663850037045,0.8206274268550938
61,0.15531481716031514,0.5606893082671506
62,1.41854242133641,1.1011456384460916
63,0.35820985398157185,0.34867852425498325
64,0.3855570955543038,0.08874040566704006
65,2.0957349593790107,0.9917566721551746
66,3.516278864421798,0.9279464418188216
67,1.1721385998878213,0.018163026760998964
68,0.9942422060180526,0.6885884162339222
69,0.0456472035753648,0.18694367343985718
70,0.30558532216330797,2.2141027376192044
71,1.822428852147822,0.19413707785407797
72,2.484242032240949,0.07624497821222383
73,0.07194682874611974,0.13812934484587153
74,0.44747629736139277,1.223033188935694
75,1.7881136516879566,0.2577203915085125
76,1.6173467355493887,0.46767079307109205
77,0.14860094973689536,0.25791475403541814
78,1.2238274060761125,0.3629223485711917
79,1.1009169835258281,0.1080711816438128
80,1.4396791496038188,0.5894143391750499
81,1.434499299969601,1.3274190460818898
82,3.367403709647484,0.0929774628510009
83,1.3198289960461016,1.0531732777542382
84,0.1788183563993831,0.21585203915493217
85,2.388435457116783,0.5980726835231432
86,1.0872009876078044,0.4964604950838995
87,1.186323225809824,0.3031959191543085
88,1.5447915320761179,0.010809105022692469
89,1.7075053121755968,0.4491514405766905
90,1.2810196551046171,0.6638302720770233
91,0.6707655692304988,0.008013887086142929
92,0.8338345837282354,0.01296053405128581
